search_keyword,brand,name,product_url,image_url,original_price,discounted_price,rating,reviews,available_sizes
white shirt,SHAYE,White Buttondown Shirt,https://www.nykaafashion.com/shaye-white-buttondown-shirt/p/4211618,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/a/a/aa58_1_041185dd.jpg,₹900,"1,799",4.1,good,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock)
white shirt,Uptownie Lite,White Hearts Embroidered Cotton Shirt,https://www.nykaafashion.com/uptownie-lite-white-hearts-embroidered-cotton-shirt/p/16433146,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/1/8/18dc263ULSS24TP18-42White_1.jpg,"₹1,575","2,499",3.5,Take one size small,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock); 3XL (In Stock); 4XL (In Stock)
white shirt,DL WOMAN,White Full Sleeves Oversized Solid Casual Shirt,https://www.nykaafashion.com/dl-woman-white-full-sleeves-oversized-solid-casual-shirt/p/16046781,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/4/c/4cc302fDLWSHW23011WH_1.jpg,"₹1,036","2,799",4.2,No reviews,S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
white shirt,High Star,Long Sleeves Solid Oversized Casual Shirt,https://www.nykaafashion.com/high-star-women-white-long-sleeves-solid-oversized-casual-shirt/p/12465817,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/f/5/f5b8a9fDHIGHS00003570_1.jpg,₹943,"2,299",4.0,No reviews,S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
white shirt,AAREIN,Self Design Shirt Collar Schiffli Cotton White Shirt,https://www.nykaafashion.com/athena-self-design-shirt-collar-schiffli-cotton-white-shirt/p/16173652,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/0/1/01c3840ATP14089_1.jpg,₹935,"1,699",N/A,No reviews,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
white shirt,The Souled Store,Cotton Linen: Lucky Clover White Shirt,https://www.nykaafashion.com/the-souled-store-cotton-linen-lucky-clover-white-shirt/p/21112332,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/c/c/cc9ed90310201_1.jpg,"₹1,600","1,999",N/A,No reviews,XXS (In Stock); XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock); 3XL (In Stock)
white shirt,VERO MODA,White Embroidered Cotton Shirt,https://www.nykaafashion.com/vero-moda-white-embroidered-cotton-shirt/p/18950062,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/2/6/2633e02900848401_1.jpg,"₹2,450","3,499",N/A,No reviews,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock)
white shirt,FableStreet,Cotton Knitted Shirt -White,https://www.nykaafashion.com/fablestreet-cotton-knitted-shirt-white/p/2571857,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/6/a/6a9aac9FBS01438_1.jpg,"₹1,136","1,695",3.9,Yayy,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
white shirt,Campus Sutra,Charcoal Grey and Off White Multitrack-Striped Oversized Shirt,https://www.nykaafashion.com/campus-sutra-charcoal-grey-and-off-white-multitrack-striped-oversized-shirt/p/18118438,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/4/0/4028176SSSW24CSWSSRT7548_1.jpg,₹795,"1,499",3.9,I really liked the look and feel. summer friendly breathable material.,S (In Stock); M (In Stock); L (In Stock); XL (In Stock)
white shirt,Cider,Cotton V-neck Collar Floral Patched Corset Long Sleeve Blouse,https://www.nykaafashion.com/cider-cotton-v-neck-collar-floral-patched-corset-long-sleeve-blouse/p/17910683,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/7/e/7ef2030CD20240618498944LD-White_1.jpg,"₹4,593","4,899",4.0,No reviews,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock)
black dress,Twenty Dresses by Nykaa Fashion,Black Frill Around Me Dress,https://www.nykaafashion.com/twenty-dresses-by-nykaa-fashion-black-frill-around-me-dress/p/5304935,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/4/e/4e9aa48TWN_TWENT00013335_1.jpg,"₹1,516","1,895",4.3,"product was awesome. it fits so well, Go for the correct size (your original size)",XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
black dress,RARE,Women Black Collar Neck Colorblock Mini Dress,https://www.nykaafashion.com/rare-women-black-collar-neck-colorblock-mini-dress/p/16087353,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/2/d/2d8ac8bEP8134B_1.jpg,₹936,"2,399",N/A,No reviews,S (In Stock); M (In Stock); L (In Stock); XL (In Stock)
black dress,VERO MODA,Black Fit and Flare Mini Dress,https://www.nykaafashion.com/vero-moda-black-fit-and-flare-mini-dress/p/17862853,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/5/4/540dad9900716201_1.jpg,"₹2,800","3,999",4.7,Good,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock)
black dress,MIXT by Nykaa Fashion,Black Solid Square Neck Skater Mini Denim Dress,https://www.nykaafashion.com/mixt-by-nykaa-fashion-black-solid-square-neck-skater-mini-denim-dress-m/p/14006903,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/a/1/a1dd7d8DR051942_1.jpg,₹804,"2,295",3.8,Fits a little lose at the chest,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock)
black dress,RSVP by Nykaa Fashion,Black Solid Asymmetric Tube Short Dress,https://www.nykaafashion.com/rsvp-by-nykaa-fashion-black-solid-asymmetric-tube-short-dress/p/16225404,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/8/2/822fc1fDR022147_1.jpg,"₹2,597","3,995",3.6,Chest was loose but waist was fine,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
black dress,Puma,WARDROBE ESS Womens Black Dress,https://www.nykaafashion.com/puma-wardrobe-ess-womens-black-dress/p/18979730,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/0/2/02e09b563074301-Black_1.jpg,"₹1,500","2,999",N/A,No reviews,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock)
black dress,PICCOLO,Bow Detailed Sleeveless Dress-Black,https://www.nykaafashion.com/piccolo-bow-detailed-sleeveless-dress-black/p/15174008,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/a/b/abd7bf3NK_PICCO00003046_1.jpg,"₹1,299","2,598",3.6,Pretty pretty,2-3 Years (In Stock); 3-4 Years (In Stock); 4-5 Years (In Stock); 5-6 Years (In Stock); 6-7 Years (In Stock); 7-8 Years (In Stock); 8-9 Years (In Stock); 9-10 Years (In Stock); 10-11 Years (In Stock)
black dress,RSVP by Nykaa Fashion,Black & Blue Jacquard Balloon Sleeves Mini Dress,https://www.nykaafashion.com/rsvp-by-nykaa-fashion-black-blue-jacquard-balloon-sleeves-mini-dress/p/10225921,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/9/4/945eb84DR021615_1.jpg,"₹2,876","3,595",4.2,i love the look,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
black dress,MISH,Black Scuba Fit And Flare Short Dress,https://www.nykaafashion.com/mish-black-scuba-fit-and-flare-short-dress/p/10502625,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/f/b/fbdc89d1311_1.jpg,"₹1,000","1,999",3.7,"Product is good, and its a True Party wear Dress.",XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
black dress,Oxolloxo,Women Floral Mini Dress - Black,https://www.nykaafashion.com/oxolloxo-women-floral-mini-dress-black/p/19888911,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/e/4/e4d7ee1W24116WDR002_1.jpg,₹752,"2,349",N/A,No reviews,S (In Stock); M (In Stock); L (In Stock); XL (In Stock)
denim jeans,Off Duty India,Not Your Daddy's Straight Leg Jeans-Light Blue,https://www.nykaafashion.com/off-duty-india-not-your-daddy-s-straight-leg-jeans-light-blue/p/14494480,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/d/5/d58425fA-1528_1.jpg,N/A,N/A,3.5,It looks great,24 (In Stock); 26 (In Stock); 28 (In Stock); 30 (In Stock); 32 (In Stock); 34 (In Stock)
denim jeans,Miss Chase,Women Light Blue Wide-Leg High-Rise Regular Stretchable Jeans,https://www.nykaafashion.com/miss-chase-women-light-blue-wide-leg-high-rise-regular-stretchable-jeans/p/19000964,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/2/2/22c8f11DMISAA00018995_1.jpg,"₹1,396","3,245",N/A,No reviews,26 (In Stock); 28 (In Stock); 30 (In Stock); 32 (In Stock); 34 (In Stock); 36 (In Stock); 38 (In Stock)
denim jeans,Cider,Denim Mid Rise Solid Bowknot Pocket Wide Leg Jeans,https://www.nykaafashion.com/cider-denim-mid-rise-solid-bowknot-pocket-wide-leg-jeans/p/17252173,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/2/2/222b2f5CD20240401465803JN-Blue_1.jpg,"₹3,575","5,499",3.9,nice and perfect fit,XXS (In Stock); XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock)
denim jeans,The Clothing Factory,Crystal Studded Denim Jeans,https://www.nykaafashion.com/the-clothing-factory-crystal-studded-denim-jeans/p/18315345,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/9/6/961d686F24SWA7_1.jpg,"₹5,211","5,790",N/A,No reviews,24 (In Stock); 26 (In Stock); 28 (In Stock); 30 (In Stock); 32 (In Stock); 34 (In Stock); 36 (In Stock)
denim jeans,Styli,Men Dark Blue Balloon Fit Dark Wash Denim,https://www.nykaafashion.com/styli-men-dark-blue-balloon-fit-dark-wash-denim/p/16683295,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/e/f/efeea657009075239_1.jpg,"₹1,440","1,999",3.6,good i didn't expect ....hereafter i will choose Nyka for all.,30 (In Stock); 32 (In Stock); 34 (In Stock); 36 (In Stock); 38 (In Stock)
denim jeans,Miss Chase,Plus Size Blue Skinny-Fit Denim Jeans,https://www.nykaafashion.com/miss-chase-plus-size-blue-skinny-fit-denim-jeans/p/21178663,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/3/d/3d15490APAW23DEN1273115_1.jpg,₹988,"1,899",N/A,No reviews,26 (In Stock); 28 (In Stock); 30 (In Stock); 32 (In Stock); 34 (In Stock); 36 (In Stock); 38 (In Stock)
denim jeans,Campus Sutra,Men Solid Stylish Casual Denim Jeans,https://www.nykaafashion.com/campus-sutra-men-solid-stylish-casual-denim-jeans/p/6532003,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/9/c/9c9e9beSS22JN_DNEFAD4_M_PLN_BU_1.jpg,₹946,"2,199",2.9,Perfect Fitting with great quality,28 (In Stock); 30 (In Stock); 32 (In Stock); 34 (In Stock); 36 (In Stock)
denim jeans,DOLCE CRUDO,Womens White Bootcut High Rise Clean Look Regular-Length Stretchable Denim Jeans,https://www.nykaafashion.com/dolce-crudo-womens-white-bootcut-high-rise-clean-look-regular-length-stretchable-denim-jeans/p/17815410,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/5/0/50d3590HDOLAA00006672_1.jpg,"₹1,494","3,395",N/A,No reviews,24 (In Stock); 26 (In Stock); 28 (In Stock); 30 (In Stock); 32 (In Stock); 34 (In Stock); 36 (In Stock); 38 (In Stock)
denim jeans,Snitch,Original Black Bootcut Denim,https://www.nykaafashion.com/snitch-original-black-bootcut-denim/p/6135190,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/e/d/ed955b64MSD3514-01_1.jpg,N/A,N/A,3.6,too good,30 (In Stock); 32 (In Stock); 34 (In Stock); 36 (In Stock); 38 (In Stock)
denim jeans,U.S. Polo Assn. Denim Co.,Regallo Skinny Fit Jeans,https://www.nykaafashion.com/u-s-polo-assn-denim-co-regallo-skinny-fit-jeans/p/9279991,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/2/a/2a8a918NB_USPAB00008614_1.jpg,"₹2,070","2,999",4.1,great comfort,30 (In Stock); 32 (In Stock); 34 (In Stock); 36 (In Stock); 38 (In Stock)
summer kurti,A plus by Ahalyaa,Women Ethnic Motifs Printed Summer Sheer Kurta,https://www.nykaafashion.com/ahalyaa-women-ethnic-motifs-printed-summer-sheer-kurta/p/20646726,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/d/f/df88841APAHKUCNFP1124_1.jpg,"₹1,350","5,000",N/A,No reviews,3XL (In Stock); 4XL (In Stock); 5XL (In Stock); 6XL (In Stock); 7XL (In Stock)
summer kurti,Aurelia,Black Seersucker Summer Basic Kurta,https://www.nykaafashion.com/aurelia-black-seersucker-summer-basic-kurta/p/18106277,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/b/6/b60494b24AUA14092605050_1.jpg,₹740,"1,399",N/A,No reviews,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
summer kurti,W,Floral White Printed Cotton Straight Summer Kurta,https://www.nykaafashion.com/w-floral-white-printed-cotton-straight-summer-kurta/p/20548947,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/d/a/dafed9dWXXXX00055152_1.jpg,N/A,N/A,N/A,No reviews,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock); 3XL (In Stock)
summer kurti,URZUV,Kashmiri Paisley Black Summer Pheran Kurta,https://www.nykaafashion.com/urzuv-kashmiri-paisley-black-summer-pheran-kurta/p/19443792,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/0/6/066335dURZSS25003_1.jpg,"₹3,135","3,300",N/A,No reviews,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock)
summer kurti,Akiso,Blue Block Printed Summer Kurta With Lace Detail,https://www.nykaafashion.com/akiso-blue-block-printed-summer-kurta-with-lace-detail/p/9713813,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/6/d/6d62272P9_NELDOT_1.jpg,"₹1,752","2,190",N/A,No reviews,XS (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
summer kurti,Rivaz Threads and Co,Summer Lucknow Chikankari Kurti With Puff Sleeves - Khaki,https://www.nykaafashion.com/rivaz-threads-and-co-summer-lucknow-chikankari-kurti-with-puff-sleeves-khaki/p/21232774,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/f/6/f6a2f18RZUH055_1.jpg,N/A,N/A,N/A,No reviews,S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
summer kurti,Indy Raaga,Summer Cool Silk Yale Blue Kurta,https://www.nykaafashion.com/indy-raaga-summer-cool-silk-yale-blue-kurta/p/15654443,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/7/f/7f3e9a8IR-K-69_1.jpg,"₹2,242","3,449",N/A,No reviews,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
summer kurti,GULABI DORI,Yellow Summer Kurta with Gotta Work,https://www.nykaafashion.com/gulabi-dori-yellow-summer-kurta-with-gotta-work/p/3515937,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/g/u/gulabi-dorigk-1146-1_9cfe5ff5.jpg,"₹1,260","1,400",N/A,No reviews,S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
summer kurti,Studio Shikha Malik,White Summer Dance Kurta with Slip and Dupatta (Set of 2),https://www.nykaafashion.com/studio-shikha-malik-white-summer-dance-kurta-with-slip-and-dupatta-set-of-3/p/15171113,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/d/d/ddfad26SM-VILLA-22_0.jpg,"₹5,310","5,900",N/A,No reviews,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
summer kurti,Ancestry,Summer Floral V Neck Kurta,https://www.nykaafashion.com/ancestry-summer-floral-v-neck-kurta/p/16651928,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/5/4/5457b66CDKUSB0416-MU_1.jpg,"₹2,632","3,290",N/A,No reviews,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
co-ord set,Zari Jaipur,Womens Grey Print Co Ord with Belt (Set of 3),https://www.nykaafashion.com/zari-jaipur-womens-grey-print-co-ord-with-belt-set-of-3/p/16056281,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/9/f/9f7c717J128SHL033_1.jpg,"₹1,659","3,685",3.2,lovely,S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
co-ord set,Tikhi Imli,Red Silk Blend Heavy Sequence Work Co-Ord (Set of 2),https://www.nykaafashion.com/tikhi-imli-red-silk-blend-heavy-sequence-work-co-ord-set-of-2/p/18520687,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/f/1/f12d411Coords9062_1.jpg,"₹1,844","4,497",4.0,awesome 👍,S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock)
co-ord set,Gahan,Cotton Blend Animal Printed White Kaftan Style Co-Ord (Set of 2),https://www.nykaafashion.com/gahan-cotton-blend-animal-printed-white-kaftan-style-co-ord-set-of-2/p/18523757,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/9/2/92c7effJ-DN466K_1.jpg,"₹1,499","2,499",4.5,No reviews,S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock); 3XL (In Stock)
co-ord set,Autumnlane,Tuhina Azure Applique Co-Ord (Set of 2),https://www.nykaafashion.com/autumnlane-tuhina-azure-applique-co-ord-set-of-2/p/12127695,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/a/8/a81e6e7tuhina-azure_1.jpg,"₹1,850","3,700",3.6,first time purchase kiya nyka se best quality 👍,S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock); 3XL (In Stock)
co-ord set,Jaey,Women Blue Asymmetrical Co-Ord (Set of 2),https://www.nykaafashion.com/jaey-women-blue-asymmetrical-co-ord-set-of-2/p/16051839,https://adn-static1.nykaa.com/nykdesignstudio-images/pub/media/catalog/product/4/b/4b48e17JA0010001_1.jpg,"₹3,850","5,150",N/A,No reviews,XS (In Stock); S (In Stock); M (In Stock); L (In Stock); XL (In Stock); 2XL (In Stock); 3XL (In Stock)
